"I.P01" "I.P07" "I.P11" "I.S07" "I.S29" "I.S34" "I.W31" "I.W32" "I.W33" "S.P03" "S.P09" "S.P12" "S.S05" "S.S08" "S.S32" "S.W20" "S.W36" "S.W37"
"Bacteria.Candidatus Curtissbacteria.NA.NA.NA.NA.NA" 5 1 1 6 3 3 4 1 2 1 0 7 12 5 1 0 8 1
"Bacteria.Candidatus Curtissbacteria.NA.NA.NA.NA.Candidatus Curtissbacteria bacterium RBG_16_39_7" 4 1 0 0 0 1 0 0 0 0 2 0 2 0 0 0 0 0
"Bacteria.Candidatus Curtissbacteria.NA.NA.NA.NA.Candidatus Curtissbacteria bacterium RIFCSPHIGHO2_12_41_11" 4 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
"Bacteria.Candidatus Curtissbacteria.NA.NA.NA.NA.Candidatus Curtissbacteria bacterium RIFCSPLOWO2_01_FULL_42_26" 2 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0
"Bacteria.Candidatus Curtissbacteria.NA.NA.NA.NA.Candidatus Curtissbacteria bacterium GW2011_GWA2_41_24" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Bacteria.Candidatus Curtissbacteria.NA.NA.NA.NA.Candidatus Curtissbacteria bacterium RBG_13_35_7" 1 0 0 0 3 1 1 0 1 2 0 1 1 0 2 0 1 0
"Bacteria.Candidatus Curtissbacteria.NA.NA.NA.NA.Candidatus Curtissbacteria bacterium RBG_13_40_7" 1 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0
"Bacteria.Candidatus Curtissbacteria.NA.NA.NA.NA.Candidatus Curtissbacteria bacterium RIFCSPHIGHO2_01_FULL_41_11" 1 1 2 9 4 4 0 0 0 0 2 1 0 0 4 0 1 0
"Bacteria.Candidatus Curtissbacteria.NA.NA.NA.NA.Candidatus Curtissbacteria bacterium RIFCSPHIGHO2_12_FULL_41_17" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Bacteria.Candidatus Yonathbacteria.NA.NA.NA.NA.NA" 7 4 1 6 2 2 5 1 2 1 1 2 6 3 1 0 9 0
"Bacteria.Candidatus Yonathbacteria.NA.NA.NA.NA.Candidatus Yonathbacteria bacterium RIFCSPHIGHO2_01_FULL_51_10" 10 4 5 6 1 2 3 0 2 0 6 1 3 2 0 0 0 0
"Bacteria.Candidatus Yonathbacteria.NA.NA.NA.NA.Candidatus Yonathbacteria bacterium RIFOXYD1_FULL_52_36" 2 1 0 0 0 2 2 7 4 2 0 1 1 2 4 0 4 0
"Bacteria.Candidatus Yonathbacteria.NA.NA.NA.NA.Candidatus Yonathbacteria bacterium RIFOXYC2_FULL_47_9" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1
"Bacteria.Candidatus Handelsmanbacteria.NA.NA.NA.NA.Candidatus Handelsmanbacteria bacterium RIFCSPLOWO2_12_FULL_64_10" 18 11 32 21 209 19 30 129 57 50 24 14 23 15 6 32 76 42
"Bacteria.Candidatus Vogelbacteria.NA.NA.NA.NA.Candidatus Vogelbacteria bacterium RIFOXYD1_FULL_44_32" 6 5 6 23 6 5 92 6 148 2 5 13 12 14 20 0 28 82
"Bacteria.Candidatus Vogelbacteria.NA.NA.NA.NA.Candidatus Vogelbacteria bacterium CG10_big_fil_rev_8_21_14_0_10_51_16" 5 1 0 12 4 11 1 1 5 1 1 7 2 3 0 1 3 0
"Bacteria.Candidatus Vogelbacteria.NA.NA.NA.NA.Candidatus Vogelbacteria bacterium CG22_combo_CG10-13_8_21_14_all_37_9" 4 0 3 3 2 1 9 15 6 2 0 1 1 3 2 9 5 7
"Bacteria.Candidatus Vogelbacteria.NA.NA.NA.NA.Candidatus Vogelbacteria bacterium CG10_big_fil_rev_8_21_14_0_10_45_14" 3 3 2 1 12 1 5 52 17 1 2 1 1 1 1 0 34 14
"Bacteria.Candidatus Taylorbacteria.NA.NA.NA.NA.NA" 7 4 37 8 262 5 1 7 2 8 3 5 10 1 6 1 12 25
"Bacteria.Candidatus Taylorbacteria.NA.NA.NA.NA.Candidatus Taylorbacteria bacterium CG11_big_fil_rev_8_21_14_0_20_46_11" 7 1 0 2 0 3 1 0 2 0 1 1 6 1 0 0 0 0
"Bacteria.Candidatus Taylorbacteria.NA.NA.NA.NA.Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_02_FULL_46_13" 1 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 1
"Bacteria.Candidatus Taylorbacteria.NA.NA.NA.NA.Candidatus Taylorbacteria bacterium RIFOXYD2_FULL_36_9" 1 0 0 1 0 2 0 1 0 0 1 0 0 0 0 0 0 0
"Bacteria.Candidatus Taylorbacteria.NA.NA.NA.NA.Candidatus Taylorbacteria bacterium CG10_big_fil_rev_8_21_14_0_10_41_48" 1 81 8 4 163 1 3 158 2 5 0 106 119 15 41 0 10 26
"Bacteria.Candidatus Dormibacteraeota.NA.NA.NA.NA.Candidatus Dormibacteraeota bacterium" 14 16 2 19 2 17 26 6 29 4 4 10 21 7 4 10 13 7
"Bacteria.Candidatus Dormibacteraeota.NA.NA.NA.Candidatus Dormibacter.Candidatus Dormibacter sp. RRmetagenome_bin12" 3 5 5 30 6 1 4 8 10 17 8 15 23 3 4 0 14 1
"Bacteria.Candidatus Aureabacteria.NA.NA.NA.NA.Candidatus Aureabacteria bacterium SURF_26" 17 21 16 12 25 28 4 300 8 40 13 12 24 4 37 6 4 36
"Bacteria.Candidatus Niyogibacteria.NA.NA.NA.NA.Candidatus Niyogibacteria bacterium CG10_big_fil_rev_8_21_14_0_10_42_19" 9 1 0 1 0 0 0 0 0 0 0 0 2 1 0 0 0 2
"Bacteria.Candidatus Niyogibacteria.NA.NA.NA.NA.Candidatus Niyogibacteria bacterium CG10_big_fil_rev_8_21_14_0_10_46_36" 5 0 0 0 0 1 0 0 0 4 0 3 2 0 0 0 0 0
"Bacteria.Candidatus Niyogibacteria.NA.NA.NA.NA.Candidatus Niyogibacteria bacterium RIFCSPLOWO2_12_FULL_41_13" 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Archaea.Candidatus Korarchaeota.NA.NA.NA.NA.Candidatus Korarchaeota archaeon" 14 13 5 39 16 6 6 30 16 23 6 8 19 21 5 12 16 13
"Archaea.Candidatus Korarchaeota.NA.NA.NA.Candidatus Korarchaeum.Candidatus Korarchaeum cryptofilum" 1 1 0 4 1 0 0 0 0 1 0 0 1 2 0 0 0 0
"Bacteria.Candidatus Coatesbacteria.NA.NA.NA.NA.NA" 8 3 6 22 3 3 6 0 2 8 6 3 17 6 3 2 10 3
"Bacteria.Candidatus Coatesbacteria.NA.NA.NA.NA.Candidatus Coatesbacteria bacterium" 7 13 5 6 15 11 6 12 18 7 2 13 8 3 16 1 15 10
"Bacteria.Candidatus Andersenbacteria.NA.NA.NA.NA.NA" 1 0 1 15 0 0 0 0 1 0 3 5 3 1 0 0 0 0
"Bacteria.Candidatus Andersenbacteria.NA.NA.NA.NA.Candidatus Andersenbacteria bacterium CG10_big_fil_rev_8_21_14_0_10_54_11" 14 3 2 7 1 5 2 3 4 1 5 7 4 2 6 0 11 1
"Bacteria.Candidatus Glassbacteria.NA.NA.NA.NA.NA" 1 1 0 4 0 2 2 0 4 1 3 2 10 0 1 0 1 0
"Bacteria.Candidatus Glassbacteria.NA.NA.NA.NA.Candidatus Glassbacteria bacterium RIFCSPLOWO2_12_FULL_58_11" 13 2 6 8 8 3 7 1 1 13 7 8 17 4 5 1 4 11
"Bacteria.Candidatus Lloydbacteria.NA.NA.NA.NA.NA" 4 5 1 2 4 2 5 4 6 2 6 5 3 4 3 11 6 13
"Bacteria.Candidatus Lloydbacteria.NA.NA.NA.NA.Candidatus Lloydbacteria bacterium RIFCSPHIGHO2_02_FULL_50_13" 9 8 9 1 0 2 2 1 4 2 8 22 4 15 1 0 2 0
"Bacteria.Candidatus Lloydbacteria.NA.NA.NA.NA.Candidatus Lloydbacteria bacterium RIFCSPLOWO2_01_FULL_50_20" 1 0 0 0 0 2 0 0 0 0 0 2 0 0 40 0 0 0
"Bacteria.Candidatus Wildermuthbacteria.NA.NA.NA.NA.NA" 14 1 5 7 3 5 2 16 5 0 2 4 11 0 0 0 6 0
"Bacteria.Candidatus Staskawiczbacteria.NA.NA.NA.NA.NA" 2 15 4 9 11 8 1 14 7 6 2 83 85 8 2 0 2 8
"Bacteria.Candidatus Staskawiczbacteria.NA.NA.NA.NA.Candidatus Staskawiczbacteria bacterium RIFCSPHIGHO2_02_FULL_34_10" 6 3 2 51 1 0 3 0 0 4 8 0 12 0 0 0 107 44
"Bacteria.Candidatus Staskawiczbacteria.NA.NA.NA.NA.Candidatus Staskawiczbacteria bacterium RIFOXYC2_FULL_37_19" 3 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
"Bacteria.Candidatus Staskawiczbacteria.NA.NA.NA.NA.Candidatus Staskawiczbacteria bacterium RIFCSPLOWO2_01_FULL_38_12b" 2 0 3 18 0 0 0 0 1 0 1 0 1 2 2 0 1 0
"Bacteria.Candidatus Lindowbacteria.NA.NA.NA.NA.NA" 12 10 4 11 9 3 8 10 3 9 2 2 19 7 6 0 10 5
"Bacteria.Candidatus Chisholmbacteria.NA.NA.NA.NA.NA" 7 0 4 0 1 3 0 1 2 1 1 0 4 1 1 1 0 0
"Bacteria.Candidatus Chisholmbacteria.NA.NA.NA.NA.Candidatus Chisholmbacteria bacterium RIFCSPHIGHO2_01_FULL_48_12" 4 0 4 0 0 2 1 2 0 2 0 1 1 0 1 0 0 0
"Bacteria.Candidatus Chisholmbacteria.NA.NA.NA.NA.Candidatus Chisholmbacteria bacterium RIFCSPHIGHO2_01_FULL_49_18" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Bacteria.Candidatus Liptonbacteria.NA.NA.NA.NA.Candidatus Liptonbacteria bacterium GWB1_49_6" 3 0 0 0 0 1 0 0 0 0 3 3 0 1 0 0 0 0
"Bacteria.Candidatus Liptonbacteria.NA.NA.NA.NA.Candidatus Liptonbacteria bacterium RIFCSPHIGHO2_01_FULL_57_28" 2 0 0 1 2 0 0 0 0 0 0 4 1 0 1 0 1 0
"Bacteria.Candidatus Liptonbacteria.NA.NA.NA.NA.Candidatus Liptonbacteria bacterium RIFCSPLOWO2_01_FULL_52_25" 2 0 1 2 1 0 0 1 0 0 0 0 1 0 2 0 0 1
"Bacteria.Candidatus Liptonbacteria.NA.NA.NA.NA.Candidatus Liptonbacteria bacterium RIFCSPLOWO2_01_FULL_53_13" 2 0 0 2 1 4 0 3 0 1 0 1 0 0 4 0 0 0
"Bacteria.Candidatus Liptonbacteria.NA.NA.NA.NA.Candidatus Liptonbacteria bacterium RIFCSPHIGHO2_12_FULL_60_13" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"Bacteria.Candidatus Liptonbacteria.NA.NA.NA.NA.Candidatus Liptonbacteria bacterium RIFCSPLOWO2_01_FULL_45_15" 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0
"Bacteria.Candidatus Liptonbacteria.NA.NA.NA.NA.Candidatus Liptonbacteria bacterium CG11_big_fil_rev_8_21_14_0_20_35_14" 1 3 24 4 2 2 15 0 1 0 1 1 3 1 0 0 7 0
"Bacteria.Candidatus Blackburnbacteria.NA.NA.NA.NA.NA" 3 5 3 25 13 1 3 1 3 4 8 3 9 7 0 18 10 4
"Bacteria.Candidatus Blackburnbacteria.NA.NA.NA.NA.Candidatus Blackburnbacteria bacterium RIFCSPHIGHO2_01_FULL_43_15b" 8 0 4 1 0 0 0 1 0 2 1 0 1 0 0 0 0 0
"Bacteria.Candidatus Woykebacteria.NA.NA.NA.NA.NA" 5 16 2 4 6 1 7 2 5 3 5 6 15 5 1 2 3 3
"Bacteria.Candidatus Woykebacteria.NA.NA.NA.NA.Candidatus Woykebacteria bacterium RBG_13_40_15" 2 19 2 0 4 0 4 3 3 0 1 7 5 0 2 0 1 2
"Bacteria.Candidatus Woykebacteria.NA.NA.NA.NA.Candidatus Woykebacteria bacterium RBG_16_44_10" 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
"Bacteria.Candidatus Woykebacteria.NA.NA.NA.NA.Candidatus Woykebacteria bacterium RBG_19FT_COMBO_43_10" 1 3 2 9 4 0 0 42 0 5 1 1 2 0 1 4 0 2
"Bacteria.Candidatus Woykebacteria.NA.NA.NA.NA.Candidatus Woykebacteria bacterium RIFCSPHIGHO2_01_FULL_39_12" 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"Bacteria.Candidatus Woykebacteria.NA.NA.NA.NA.Candidatus Woykebacteria bacterium RIFCSPHIGHO2_12_FULL_45_10" 1 1 1 0 9 6 1 0 2 0 2 0 5 0 1 0 1 0
"Bacteria.Candidatus Collierbacteria.NA.NA.NA.NA.NA" 8 6 5 12 10 1 2 1 0 0 5 6 13 1 1 0 5 7
"Bacteria.Candidatus Collierbacteria.NA.NA.NA.NA.Candidatus Collierbacteria bacterium RIFOXYB1_FULL_49_13" 1 0 0 0 0 2 0 0 1 7 1 1 29 0 3 29 0 0
"Bacteria.Candidatus Collierbacteria.NA.NA.NA.NA.Candidatus Collierbacteria bacterium CG10_big_fil_rev_8_21_14_0_10_44_9" 1 6 3 5 1 4 0 1 3 6 0 3 2 0 0 0 52 0
"Bacteria.Candidatus Jacksonbacteria.NA.NA.NA.NA.Candidatus Jacksonbacteria bacterium RIFOXYD2_FULL_43_21" 10 0 2 4 3 1 3 3 0 4 3 0 0 5 0 0 3 0
"Eukaryota.Imbricatea.NA.Euglyphida.Paulinellidae.Paulinella.NA" 1 3 0 0 0 8 0 0 0 1 0 0 0 1 9 0 0 0
"Eukaryota.Imbricatea.NA.Euglyphida.Paulinellidae.Paulinella.Paulinella longichromatophora" 6 1 0 1 5 3 0 18 7 2 1 4 7 0 4 0 0 1
"Eukaryota.Imbricatea.NA.Euglyphida.Paulinellidae.Paulinella.Paulinella chromatophora" 1 1 2 1 15 3 0 0 0 0 2 2 1 2 0 0 8 3
"Eukaryota.Imbricatea.NA.Euglyphida.Paulinellidae.Paulinella.Paulinella micropora" 1 2 2 6 6 1 2 0 0 0 0 1 2 1 0 0 0 0
"Bacteria.Candidatus Wirthbacteria.NA.NA.NA.NA.Candidatus Wirthbacteria bacterium CG2_30_54_11" 9 5 8 11 8 2 7 44 5 12 4 6 8 2 1 10 6 10
"Bacteria.Candidatus Microgenomates.NA.NA.NA.NA.Candidatus Microgenomates bacterium" 5 48 3 19 4 0 2 9 5 2 6 2 23 3 1 1 3 0
"Bacteria.Candidatus Microgenomates.NA.NA.NA.NA.Microgenomates bacterium OLB22" 2 0 0 2 0 0 0 0 1 2 0 0 2 0 0 0 0 1
"Bacteria.Candidatus Microgenomates.NA.NA.NA.NA.Microgenomates bacterium UTCPR1" 1 0 0 1 0 0 0 0 4 0 2 2 0 0 0 0 4 16
"Bacteria.Candidatus Adlerbacteria.NA.NA.NA.NA.NA" 3 3 0 3 2 0 0 0 1 0 1 2 8 0 0 0 1 0
"Bacteria.Candidatus Adlerbacteria.NA.NA.NA.NA.Candidatus Adlerbacteria bacterium RIFCSPHIGHO2_12_FULL_53_18" 3 2 0 2 0 1 2 0 0 0 0 1 1 0 3 0 0 5
"Bacteria.Candidatus Adlerbacteria.NA.NA.NA.NA.Candidatus Adlerbacteria bacterium RIFCSPHIGHO2_02_FULL_52_17" 1 0 0 1 0 0 0 0 0 0 3 0 1 0 0 0 0 0
"Bacteria.Candidatus Adlerbacteria.NA.NA.NA.NA.Candidatus Adlerbacteria bacterium RIFCSPLOWO2_01_FULL_51_16" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Bacteria.Candidatus Giovannonibacteria.NA.NA.NA.NA.NA" 6 18 6 21 12 8 2 16 7 7 1 3 20 8 7 0 21 13
"Bacteria.Candidatus Giovannonibacteria.NA.NA.NA.NA.Candidatus Giovannonibacteria bacterium GW2011_GWA2_53_7" 1 0 0 0 1 0 0 0 0 0 1 4 3 0 1 0 0 1
"Bacteria.Candidatus Giovannonibacteria.NA.NA.NA.NA.Candidatus Giovannonibacteria bacterium GW2011_GWB1_47_6b" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Bacteria.Candidatus Azambacteria.NA.NA.NA.NA.NA" 3 2 0 6 9 7 1 1 8 8 1 9 20 2 3 0 3 0
"Bacteria.Candidatus Azambacteria.NA.NA.NA.NA.Candidatus Azambacteria bacterium RBG_16_47_10" 3 1 0 0 0 1 0 0 0 1 0 4 5 0 0 0 0 0
"Bacteria.Candidatus Azambacteria.NA.NA.NA.NA.Candidatus Azambacteria bacterium GW2011_GWA1_44_9" 1 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0
"Bacteria.Candidatus Azambacteria.NA.NA.NA.NA.Candidatus Azambacteria bacterium RIFCSPHIGHO2_01_FULL_40_24" 1 0 0 0 0 2 0 0 0 0 0 3 4 15 0 0 1 1
"Bacteria.Candidatus Tagabacteria.NA.NA.NA.NA.NA" 2 3 2 2 1 4 0 2 1 3 2 0 3 1 0 0 1 1
"Bacteria.Candidatus Tagabacteria.NA.NA.NA.NA.Candidatus Tagabacteria bacterium RIFCSPLOWO2_01_FULL_39_11" 3 5 0 10 1 0 0 0 0 0 5 0 0 1 0 0 1 1
"Bacteria.Candidatus Tagabacteria.NA.NA.NA.NA.Candidatus Tagabacteria bacterium CG10_big_fil_rev_8_21_14_0_10_40_13" 3 4 0 0 0 1 0 0 0 0 0 2 1 0 0 0 0 0
"Bacteria.Candidatus Jorgensenbacteria.NA.NA.NA.NA.NA" 7 3 11 18 19 5 2 50 10 0 12 18 9 13 22 0 4 9
"Bacteria.Candidatus Fischerbacteria.NA.NA.NA.NA.Candidatus Fischerbacteria bacterium RBG_13_37_8" 6 2 0 39 1 8 1 6 0 5 4 9 12 2 9 0 83 31
"Bacteria.Candidatus Colwellbacteria.NA.NA.NA.NA.NA" 3 4 3 6 3 1 0 1 11 0 3 2 5 0 0 0 5 1
"Bacteria.Candidatus Colwellbacteria.NA.NA.NA.NA.Candidatus Colwellbacteria bacterium CG10_big_fil_rev_8_21_14_0_10_42_22" 2 0 0 0 1 16 0 1 0 0 1 0 3 2 0 0 0 0
"Bacteria.Candidatus Colwellbacteria.NA.NA.NA.NA.Candidatus Colwellbacteria bacterium CG_4_9_14_0_2_um_filter_50_12" 1 0 0 0 1 1 0 1 0 1 0 0 1 0 1 6 0 0
"Eukaryota.Cercozoa.Chlorarachniophyceae.NA.NA.Bigelowiella.NA" 1 0 1 0 0 0 0 0 0 0 2 0 0 2 0 0 1 0
"Eukaryota.Cercozoa.NA.Cercomonadida.Cercomonadidae.Cercomonas.Cercomonas sp. ATCC 50316" 2 1 1 0 8 0 0 0 0 0 0 0 0 1 0 0 0 0
"Eukaryota.Cercozoa.Chlorarachniophyceae.NA.NA.Bigelowiella.Bigelowiella natans" 2 7 4 1 5 4 1 1 2 1 3 7 0 3 2 0 2 0
"Archaea.Candidatus Aenigmarchaeota.NA.NA.NA.NA.NA" 1 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0
"Archaea.Candidatus Aenigmarchaeota.NA.NA.NA.NA.Candidatus Aenigmarchaeota archaeon" 3 18 19 10 9 7 11 160 1 24 10 5 11 4 4 9 3 26
"Archaea.Candidatus Aenigmarchaeota.NA.NA.NA.NA.Candidatus Aenigmarchaeota archaeon ex4484_52" 1 0 2 1 0 0 0 0 0 5 2 0 0 0 0 0 0 0
"Bacteria.Candidatus Amesbacteria.NA.NA.NA.NA.NA" 4 5 9 34 27 9 2 6 2 4 5 8 14 1 13 6 3 0
"Bacteria.Candidatus Amesbacteria.NA.NA.NA.NA.Candidatus Amesbacteria bacterium GW2011_GWC1_46_24" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Bacteria.Candidatus Terrybacteria.NA.NA.NA.NA.NA" 3 0 0 10 6 2 2 1 2 1 0 0 3 1 1 0 3 0
"Bacteria.Candidatus Terrybacteria.NA.NA.NA.NA.Candidatus Terrybacteria bacterium RIFCSPHIGHO2_01_FULL_58_15" 1 0 0 0 0 0 0 0 7 0 0 1 0 0 0 0 0 0
"Bacteria.Candidatus Terrybacteria.NA.NA.NA.NA.Candidatus Terrybacteria bacterium RIFCSPLOWO2_02_42_20" 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Archaea.Candidatus Verstraetearchaeota.NA.NA.NA.NA.Candidatus Verstraetearchaeota archaeon" 3 5 1 2 10 1 2 1 2 5 3 13 8 1 1 1 3 2
"Archaea.Candidatus Verstraetearchaeota.Candidatus Methanomethylia.Candidatus Methanomethyliales.Candidatus Methanomethyliaceae.Candidatus Methanosuratus.Candidatus Methanosuratus subterraneum" 1 1 0 0 2 0 0 0 0 0 1 0 1 0 0 0 0 0
"Archaea.Candidatus Diapherotrites.NA.NA.NA.NA.NA" 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"Archaea.Candidatus Diapherotrites.NA.NA.NA.NA.Candidatus Diapherotrites archaeon CG09_land_8_20_14_0_10_32_12" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Archaea.Candidatus Diapherotrites.NA.NA.NA.NA.Candidatus Diapherotrites archaeon CG10_big_fil_rev_8_21_14_0_10_31_34" 1 1 3 3 1 1 0 0 0 1 4 1 0 2 0 1 0 0
"Archaea.Candidatus Odinarchaeota.NA.NA.NA.NA.Candidatus Odinarchaeota archaeon LCB_4" 2 0 0 1 0 4 0 1 2 2 0 6 0 0 0 0 0 3
"Archaea.Candidatus Nezhaarchaeota.NA.NA.NA.NA.Candidatus Nezhaarchaeota archaeon WYZ-LMO8" 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"Archaea.Nanoarchaeota.NA.Nanoarchaeales.Nanopusillaceae.Candidatus Nanopusillus.Candidatus Nanopusillus acidilobi" 1 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 1
"Bacteria.candidate division CPR1.NA.NA.NA.NA.candidate division CPR1 bacterium GW2011_GWC1_49_13" 1 0 0 1 1 1 0 6 3 0 0 0 1 1 0 0 0 0
"Bacteria.Candidatus Abawacabacteria.NA.NA.NA.NA.Candidatus Abawacabacteria bacterium RBG_16_42_10" 1 0 0 15 36 2 0 0 0 0 0 0 4 5 2 0 0 0
"Bacteria.Candidatus Brennerbacteria.NA.NA.NA.NA.NA" 1 0 0 0 0 0 0 0 0 0 0 0 3 0 1 0 0 1
"Archaea.Candidatus Geothermarchaeota.NA.NA.NA.Conexivisphaera.Conexivisphaera calidus" 1 0 2 8 1 0 1 0 0 0 2 2 0 1 1 0 0 0
"Bacteria.Candidatus Cerribacteria.NA.NA.NA.NA.Candidatus Cerribacteria bacterium 'Amazon FNV 2010 28 9'" 1 2 1 5 0 1 1 14 2 7 4 5 4 2 2 1 4 8
"Eukaryota.Haptista.Haptophyta.NA.NA.NA.NA" 6 3 2 2 10 4 1 0 1 1 2 11 1 4 3 0 1 1
"Eukaryota.Haptista.Haptophyta.Isochrysidales.Noelaerhabdaceae.Emiliania.Emiliania huxleyi" 156 274 160 14 259 78 61 10 17 14 29 229 4 113 60 8 12 1
"Eukaryota.Haptista.Haptophyta.Prymnesiales.Chrysochromulinaceae.Chrysochromulina.Chrysochromulina tobinii" 32 49 26 25 45 11 20 4 10 9 12 60 20 30 9 2 8 2
"Eukaryota.Haptista.Centroplasthelida.Pterocystida.Raphidiophryidae.Raphidiophrys.Raphidiophrys contractilis" 2 2 1 0 1 0 0 0 1 0 0 0 0 1 0 0 2 0
"Eukaryota.Haptista.Haptophyta.Pavlovales.Pavlovaceae.Pavlova.Pavlova lutheri" 1 0 0 6 6 0 7 1 0 0 0 1 1 6 0 0 6 4
"Eukaryota.Haptista.Haptophyta.Isochrysidales.Isochrysidaceae.Isochrysis.Isochrysis galbana" 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0
"Eukaryota.Haptista.Haptophyta.Prymnesiales.Chrysochromulinaceae.Chrysochromulina.Chrysochromulina sp. NIES-1333" 1 0 0 1 2 0 0 1 0 0 1 0 0 0 0 0 1 0
"Eukaryota.Haptista.Centroplasthelida.Panacanthocystida.NA.Marophrys.Marophrys sp. SRT127" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Eukaryota.Tubulinea.Elardia.Leptomyxida.Flabellulidae.Paraflabellula.Paraflabellula hoguae" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"Eukaryota.Tubulinea.Corycida.NA.NA.Trichosphaerium.Trichosphaerium sp. ATCC 40318" 1 0 0 1 0 0 0 0 0 0 0 0 0 4 0 0 0 0
"Bacteria.Chrysiogenetes.Chrysiogenetes.Chrysiogenales.Chrysiogenaceae.NA.NA" 1 3 0 8 5 1 0 70 0 14 10 2 3 4 7 3 0 17
"Bacteria.Chrysiogenetes.Chrysiogenetes.Chrysiogenales.NA.NA.Chrysiogenales bacterium" 66 26 32 41 107 38 51 108 49 43 51 23 61 25 25 23 22 34
"Bacteria.Chrysiogenetes.Chrysiogenetes.Chrysiogenales.Chrysiogenaceae.Chrysiogenes.Chrysiogenes arsenatis" 46 23 27 77 61 28 70 169 36 29 44 58 28 24 69 10 27 50
"Bacteria.Chrysiogenetes.Chrysiogenetes.Chrysiogenales.Chrysiogenaceae.Desulfurispirillum.Desulfurispirillum indicum" 28 16 16 46 23 18 84 42 21 9 21 28 62 7 23 9 7 10
"Eukaryota.Zoopagomycota.Harpellomycetes.Harpellales.NA.NA.NA" 8 24 20 7 7 7 5 0 10 0 1 12 2 24 11 6 3 2
"Eukaryota.Zoopagomycota.Harpellomycetes.Harpellales.Legeriomycetaceae.Smittium.NA" 6 5 3 2 0 1 1 8 1 0 1 6 0 2 2 0 8 0
"Eukaryota.Zoopagomycota.Basidiobolomycetes.Basidiobolales.Basidiobolaceae.Basidiobolus.Basidiobolus meristosporus" 57 78 42 2 15 25 15 25 4 10 7 32 10 25 9 4 1 5
"Eukaryota.Zoopagomycota.Dimargaritomycetes.Dimargaritales.Dimargaritaceae.Dimargaris.Dimargaris cristalligena" 14 25 8 7 36 10 11 5 5 7 4 16 8 23 6 1 3 3
"Eukaryota.Zoopagomycota.Zoopagomycetes.Zoopagales.Piptocephalidaceae.Syncephalis.Syncephalis pseudoplumigaleata" 12 25 9 2 19 6 7 2 1 1 2 9 1 12 4 0 1 0
"Eukaryota.Zoopagomycota.Zoopagomycetes.Zoopagales.Sigmoideomycetaceae.Thamnocephalis.Thamnocephalis sphaerospora" 11 10 5 5 10 2 8 1 6 6 5 9 4 11 3 7 1 4
"Eukaryota.Zoopagomycota.Harpellomycetes.Harpellales.Legeriomycetaceae.Zancudomyces.Zancudomyces culisetae" 11 11 19 4 11 7 3 0 2 0 0 4 3 9 15 0 2 0
"Eukaryota.Zoopagomycota.Zoopagomycetes.Zoopagales.Piptocephalidaceae.Piptocephalis.Piptocephalis cylindrospora" 10 14 12 4 24 8 7 0 3 0 7 15 1 20 1 2 4 1
"Eukaryota.Zoopagomycota.Entomophthoromycetes.Entomophthorales.Ancylistaceae.Conidiobolus.Conidiobolus coronatus" 8 25 11 3 24 4 4 4 8 0 4 11 1 20 8 2 0 0
"Eukaryota.Zoopagomycota.Harpellomycetes.Harpellales.Legeriomycetaceae.Smittium.Smittium simulii" 7 8 7 9 10 11 10 0 3 2 4 6 3 10 3 2 5 1
"Eukaryota.Zoopagomycota.Kickxellomycetes.Kickxellales.Kickxellaceae.Linderina.Linderina pennispora" 6 14 8 16 11 6 4 5 0 4 7 16 3 13 3 10 5 0
