,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Eukaryota;Evosea;NA;Mastigamoebida;Mastigamoebidae;NA;NA;,0.000002,0.000008,0,0.000005,0,0,0.000004,0.000009,0.000003,0,0.000007,0,0.000003,0,0,0,0.000006,0.000003
Eukaryota;Bacillariophyta;Bacillariophyceae;NA;Entomoneidaceae;NA;NA;,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Leotiomycetes;Helotiales;Leotiaceae;NA;NA;,0.000002,0,0.000004,0.000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000003
Eukaryota;Fornicata;NA;NA;Retortamonadidae;NA;NA;,0.000002,0.000005,0,0.000040,0.000003,0.000009,0.000162,0,0,0.000023,0.000003,0.000012,0,0.000025,0.000003,0,0.000074,0
Archaea;Thaumarchaeota;NA;Cenarchaeales;Cenarchaeaceae;NA;NA;,0.000002,0.000018,0.000039,0.000005,0.000003,0,0.000011,0.000003,0.000003,0,0.000010,0.000003,0.000002,0,0.000003,0.000009,0.000006,0.000017
Eukaryota;Bacillariophyta;Mediophyceae;Triceratiales;Triceratiaceae;NA;NA;,0.000002,0.000010,0.000088,0.000002,0,0,0.000044,0,0,0,0,0,0,0,0,0.000003,0,0
Eukaryota;Basidiomycota;Agaricomycetes;Boletales;Suillaceae;NA;NA;,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Evosea;Eumycetozoa;Liceales;Cribrariaceae;NA;NA;,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ciliophora;Nassophorea;Synhymeniida;Orthodonellidae;NA;NA;,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;Phanerochaetaceae;NA;NA;,0.000002,0.000013,0.000039,0.000012,0.000027,0.000007,0,0,0,0.000002,0.000007,0,0,0.000029,0.000003,0.000003,0,0.000003
Eukaryota;Haptista;Haptophyta;Isochrysidales;Isochrysidaceae;NA;NA;,0.000002,0,0,0,0,0,0,0,0,0,0,0.000006,0.000002,0,0,0.000003,0,0
Eukaryota;Haptista;Haptophyta;Pavlovales;Pavlovaceae;NA;NA;,0.000002,0,0,0.000014,0.000010,0,0.000026,0.000003,0,0,0,0.000003,0.000002,0.000025,0,0,0.000019,0.000014
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Dothidotthiaceae;NA;NA;,0.000002,0.000008,0,0.000019,0.000003,0,0.000011,0,0.000003,0.000002,0,0.000003,0.000006,0.000013,0,0,0.000010,0.000028
Eukaryota;NA;Raphidophyceae;Chattonellales;Chattonellaceae;NA;NA;,0.000002,0,0,0,0,0,0,0,0,0,0.000003,0,0,0.000004,0,0,0,0
Eukaryota;Basidiomycota;Agaricomycetes;Jaapiales;Jaapiaceae;NA;NA;,0.000002,0.000003,0.000009,0.000007,0.000007,0.000005,0,0,0.000003,0,0.000010,0,0,0.000004,0.000013,0,0.000003,0
Eukaryota;NA;Bolidophyceae;Parmales;Triparmaceae;NA;NA;,0.000002,0,0.000004,0,0.000002,0,0,0.000003,0,0,0,0.000006,0.000002,0,0,0,0,0
Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;Dissoconiaceae;NA;NA;,0.000002,0.000003,0,0,0,0.000005,0,0,0,0,0,0,0,0.000008,0,0,0,0
Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Lyophyllaceae;NA;NA;,0.000002,0,0.000004,0.000010,0,0.000005,0.000033,0,0.000003,0,0.000003,0.000009,0.000002,0.000017,0,0,0.000010,0
Eukaryota;NA;Polycystinea;Nassellaria;Plagiacanthidae;NA;NA;,0.000002,0.000063,0.000026,0.000012,0.000002,0.000002,0.000007,0,0.000006,0,0,0.000027,0,0.000034,0.000016,0,0,0
Eukaryota;Ascomycota;Dothideomycetes;Venturiales;Sympoventuriaceae;NA;NA;,0.000002,0.000005,0,0,0.000003,0,0,0,0,0.000002,0.000003,0.000006,0.000002,0.000004,0,0,0,0
Eukaryota;Evosea;Eumycetozoa;Physariida;Physaraceae;NA;NA;,0.000002,0.000016,0.000004,0,0.000003,0.000002,0.000004,0,0.000003,0.000002,0,0.000018,0,0.000008,0.000003,0,0,0
Eukaryota;Evosea;Eumycetozoa;Physariida;Didymiaceae;NA;NA;,0.000002,0.000003,0.000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Euglenozoa;Euglenida;Euglenales;Phacaceae;NA;NA;,0.000002,0.000013,0,0.000007,0,0.000005,0,0,0,0,0,0,0.000006,0,0.000035,0,0.000003,0.000003
Eukaryota;Ascomycota;Xylonomycetes;Xylonales;Xylonaceae;NA;NA;,0.000002,0.000008,0.000026,0.000005,0.000010,0,0.000004,0,0,0,0.000003,0.000018,0,0.000021,0.000005,0,0,0
Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Stephanodiscaceae;NA;NA;,0.000002,0,0,0,0,0,0.000004,0,0,0,0,0,0,0,0,0,0.000003,0
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Lophiotremataceae;NA;NA;,0.000002,0.000005,0.000018,0,0.000007,0,0,0,0,0,0.000007,0.000009,0,0.000004,0,0,0.000006,0
Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Mychonastaceae;NA;NA;,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Sordariomycetes;Xylariales;Pseudomassariaceae;NA;NA;,0.000002,0,0.000004,0.000005,0,0,0,0.000006,0,0,0.000007,0,0.000002,0.000004,0,0,0,0
Archaea;Nanoarchaeota;NA;Nanoarchaeales;Nanopusillaceae;NA;NA;,0.000002,0,0,0,0.000002,0,0.000007,0,0,0,0,0,0.000003,0,0.000003,0,0,0.000003
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Periconiaceae;NA;NA;,0.000002,0.000008,0,0.000033,0.000012,0.000005,0,0,0,0,0,0.000003,0,0,0.000003,0,0,0.000003
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Cuniculitremaceae;NA;NA;,0.000002,0.000003,0,0.000010,0.000003,0,0,0,0,0,0,0.000003,0.000002,0,0,0.000003,0.000003,0
Archaea;Candidatus Verstraetearchaeota;Candidatus Methanomethylia;Candidatus Methanomethyliales;Candidatus Methanomethyliaceae;NA;NA;,0.000002,0.000003,0,0,0.000003,0,0,0,0,0,0.000003,0,0.000002,0,0,0,0,0
Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae;NA;NA;,0.000002,0.000016,0.000022,0.000005,0.000005,0,0.000004,0,0,0,0,0.000012,0.000005,0.000013,0.000005,0,0,0
Eukaryota;Chlorophyta;Trebouxiophyceae;Prasiolales;Koliellaceae;NA;NA;,0.000002,0,0.000009,0.000005,0.000003,0.000002,0,0,0,0.000009,0,0.000006,0,0,0,0.000003,0,0
Eukaryota;Chlorophyta;Palmophyllophyceae;Palmophyllales;Palmophyllaceae;NA;NA;,0.000002,0,0,0.000007,0,0,0,0,0.000003,0.000014,0,0.000003,0,0,0,0,0.000003,0
Eukaryota;Chlorophyta;Chlorophyceae;Protosiphonales;Protosiphonaceae;NA;NA;,0.000002,0,0,0,0,0,0,0,0,0,0,0.000003,0,0,0,0,0,0
Eukaryota;Euglenozoa;Euglenida;Petalomonadida;Scytomonadidae;NA;NA;,0.000002,0.000003,0,0,0,0,0,0,0,0,0,0.000003,0,0.000004,0.000003,0,0,0
Eukaryota;Euglenozoa;NA;Diplonemea;Diplonemidae;NA;NA;,0.000002,0.000013,0.000009,0,0.000012,0.000007,0,0.000003,0,0,0,0.000009,0,0.000004,0.000011,0,0,0
Bacteria;Chloroflexi;Tepidiformia;Tepidiformales;Tepidiformaceae;NA;NA;,0.000002,0.000003,0.000031,0.000029,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000007
Eukaryota;Chlorophyta;Chlorophyceae;Oedogoniales;Oedogoniaceae;NA;NA;,0.000002,0,0.000004,0,0.000002,0.000005,0.000007,0.000006,0.000006,0,0,0.000006,0.000003,0.000008,0.000005,0,0.000010,0.000021
Eukaryota;Chlorophyta;Picocystophyceae;Picocystales;Picocystaceae;NA;NA;,0.000002,0.000003,0,0,0.000002,0,0,0,0,0.000002,0.000003,0.000003,0.000002,0,0,0,0,0
Viruses,0.006613,0.006370,0.008223,0.003626,0.003303,0.004372,0.004974,0.009609,0.002192,0.008031,0.006220,0.007709,0.009947,0.008578,0.002580,0.001738,0.007538,0.002074
cannot be assigned to a (non-viral) family,18.888186,17.293406,16.268883,15.728560,13.209264,15.102826,27.496740,19.990582,12.313150,18.061131,19.682362,15.676242,21.322805,15.524096,19.294600,19.391731,16.038330,17.485676
unclassified,54.357028,57.117367,56.040913,54.022402,54.899275,49.045599,38.799930,47.420332,45.246091,49.997294,52.919471,56.537789,52.625847,54.996049,45.601222,19.114633,48.520052,41.967410
Eukaryota;Ascomycota;Eurotiomycetes;Onygenales;Arthrodermataceae;NA;NA;,0,0.000031,0,0.000007,0.000002,0.000002,0.000022,0.000006,0,0.000011,0.000007,0,0,0,0.000003,0.000009,0.000003,0
Eukaryota;Microsporidia;NA;NA;Burenellidae;NA;NA;,0,0.000026,0.000018,0,0.000003,0.000005,0.000011,0,0,0,0.000003,0.000012,0,0.000008,0.000011,0,0,0
Eukaryota;Microsporidia;NA;NA;Pleistophoridae;NA;NA;,0,0.000026,0.000031,0.000007,0.000012,0.000012,0.000011,0.000003,0,0,0,0.000021,0,0.000004,0.000003,0,0,0
Eukaryota;Basidiomycota;Agaricomycetes;Boletales;Rhizopogonaceae;NA;NA;,0,0.000021,0.000004,0,0,0.000005,0,0,0,0,0.000007,0.000018,0,0.000008,0.000011,0,0.000003,0
Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniales;Lomentariaceae;NA;NA;,0,0.000018,0.000013,0.000002,0.000008,0.000002,0.000004,0.000003,0,0,0.000014,0.000024,0,0.000025,0,0,0,0.000003
Eukaryota;Basidiomycota;Agaricomycetes;Auriculariales;Exidiaceae;NA;NA;,0,0.000016,0.000031,0.000010,0.000005,0.000009,0.000026,0,0.000017,0.000002,0,0.000018,0.000002,0.000008,0.000003,0.000003,0.000003,0
Eukaryota;Ciliophora;Oligohymenophorea;Philasterida;Uronematidae;NA;NA;,0,0.000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;NA;Cryptophyceae;Pyrenomonadales;Pyrenomonadaceae;NA;NA;,0,0.000016,0,0.000038,0,0,0.000033,0,0.000014,0,0,0.000003,0.000010,0.000008,0,0,0.000019,0.000014
Eukaryota;Mucoromycota;Umbelopsidomycetes;Umbelopsidales;Umbelopsidaceae;NA;NA;,0,0.000016,0,0,0.000005,0,0,0,0,0,0,0.000006,0,0,0,0,0.000003,0
Eukaryota;NA;Dinophyceae;Gonyaulacales;Crypthecodiniaceae;NA;NA;,0,0.000013,0.000009,0,0.000005,0,0.000007,0,0,0,0,0.000021,0,0.000004,0,0,0,0
Eukaryota;NA;Dinophyceae;Gymnodiniales;Kareniaceae;NA;NA;,0,0.000013,0.000018,0,0.000003,0.000005,0.000007,0,0.000003,0,0,0.000006,0.000002,0.000017,0.000005,0,0,0
Eukaryota;Basidiomycota;Microbotryomycetes;Leucosporidiales;Leucosporidiaceae;NA;NA;,0,0.000013,0.000009,0.000014,0.000015,0.000005,0.000055,0.000003,0.000040,0,0,0.000006,0.000002,0,0,0,0.000006,0
Eukaryota;Ascomycota;Dothideomycetes;Venturiales;Venturiaceae;NA;NA;,0,0.000010,0,0,0.000002,0.000005,0.000007,0.000003,0.000014,0,0.000003,0.000003,0.000005,0,0,0,0,0.000003
Eukaryota;Imbricatea;NA;Thaumatomonadida;Thaumatomastigidae;NA;NA;,0,0.000010,0,0,0.000007,0,0,0.000003,0,0,0,0,0.000002,0,0,0,0,0
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Delitschiaceae;NA;NA;,0,0.000010,0.000004,0.000002,0.000002,0,0,0,0,0.000005,0,0.000006,0,0,0,0,0.000003,0
Eukaryota;Rhodophyta;Florideophyceae;Nemaliales;Scinaiaceae;NA;NA;,0,0.000010,0,0,0,0.000005,0,0,0,0,0,0.000015,0,0,0.000005,0,0,0
Eukaryota;Preaxostyla;NA;Oxymonadida;Saccinobaculidae;NA;NA;,0,0.000010,0.000004,0,0.000052,0.000007,0,0,0,0,0,0.000012,0,0,0.000008,0,0,0
Eukaryota;NA;Synurophyceae;Synurales;Mallomonadaceae;NA;NA;,0,0.000008,0,0.000005,0,0,0,0,0,0,0.000003,0,0.000002,0.000004,0,0,0,0.000007
Archaea;Crenarchaeota;Thermoprotei;Fervidicoccales;Fervidicoccaceae;NA;NA;,0,0.000008,0.000018,0.000017,0.000007,0.000005,0,0,0.000006,0,0.000031,0.000009,0.000006,0.000004,0,0,0,0.000003
Bacteria;NA;Candidatus Babeliae;Candidatus Babeliales;Candidatus Babeliaceae;NA;NA;,0,0.000008,0,0.000002,0.000002,0,0,0,0,0.000002,0.000003,0.000003,0,0,0,0,0.000006,0.000003
Eukaryota;Chlorophyta;Chlorophyceae;Chaetophorales;Schizomeridaceae;NA;NA;,0,0.000005,0,0,0.000002,0,0,0,0,0,0,0.000003,0,0,0,0,0,0
Eukaryota;Bacillariophyta;Coscinodiscophyceae;Chaetocerotales;Chaetocerotaceae;NA;NA;,0,0.000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000003
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Jonesiaceae;NA;NA;,0,0.000005,0.000009,0,0.000005,0.000009,0.000004,0,0.000003,0.000016,0,0.000015,0.000008,0.000008,0.000008,0,0.000003,0.000003
Eukaryota;NA;NA;NA;Malawimonadidae;NA;NA;,0,0.000005,0,0,0,0.000002,0,0,0,0.000002,0,0,0,0,0,0,0,0
Eukaryota;Ciliophora;Litostomatea;Haptorida;Didiniidae;NA;NA;,0,0.000005,0.000004,0,0.000003,0,0,0,0,0,0,0.000003,0,0,0.000003,0,0,0
Eukaryota;Ciliophora;Spirotrichea;Urostylida;Pseudokeronopsidae;NA;NA;,0,0.000005,0,0,0.000003,0,0,0,0,0.000002,0,0.000006,0,0,0,0,0,0
Eukaryota;Evosea;Eumycetozoa;Liceales;Reticulariaceae;NA;NA;,0,0.000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Lindgomycetaceae;NA;NA;,0,0.000005,0,0,0.000003,0,0,0.000028,0,0,0,0.000006,0.000008,0,0.000008,0,0.000003,0
Eukaryota;Chytridiomycota;Chytridiomycetes;Spizellomycetales;Powellomycetaceae;NA;NA;,0,0.000005,0,0.000002,0.000002,0.000002,0,0,0.000011,0.000005,0.000021,0.000006,0.000002,0.000013,0,0.000003,0,0
Eukaryota;Preaxostyla;NA;NA;Trimastigidae;NA;NA;,0,0.000005,0,0,0.000003,0.000002,0,0,0,0,0,0,0,0.000021,0,0,0,0
Eukaryota;Chlorophyta;Chlorophyceae;Chlorosarcinales;Chlorosarcinaceae;NA;NA;,0,0.000005,0,0,0,0,0.000011,0,0.000006,0,0,0.000003,0.000008,0.000004,0.000003,0,0.000022,0.000014
Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmaceae;NA;NA;,0,0.000003,0,0,0,0,0,0.000003,0,0,0,0,0.000003,0,0,0,0,0
Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Bryopsidaceae;NA;NA;,0,0.000003,0,0,0,0,0,0.000003,0,0,0,0,0.000002,0,0,0,0,0
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;NA;NA;,0,0.000003,0.000009,0.000005,0.000003,0.000009,0,0.000003,0,0.000007,0,0.000009,0.000003,0,0.000003,0,0,0
Eukaryota;Ascomycota;Lecanoromycetes;Lecanorales;Cladoniaceae;NA;NA;,0,0.000003,0,0,0.000003,0.000002,0.000004,0,0.000006,0,0.000003,0,0,0,0,0,0,0.000003
Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Derbesiaceae;NA;NA;,0,0.000003,0.000004,0,0,0,0,0,0,0,0.000003,0,0,0,0,0,0,0
Eukaryota;Chlorophyta;Ulvophyceae;Trentepohliales;Trentepohliaceae;NA;NA;,0,0.000003,0,0,0.000007,0.000002,0,0,0,0,0,0.000006,0.000006,0,0,0,0.000051,0
Eukaryota;Bacillariophyta;Fragilariophyceae;Rhaponeidales;Rhaphoneidaceae;NA;NA;,0,0.000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ciliophora;Spirotrichea;NA;Strombidiidae;NA;NA;,0,0.000003,0,0,0.000003,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;NA;Chrysophyceae;Chromulinales;Chromulinaceae;NA;NA;,0,0.000003,0,0,0,0,0,0,0,0.000002,0,0.000003,0,0,0,0,0,0
Eukaryota;Discosea;Flabellinia;Dactylopodida;Vexilliferidae;NA;NA;,0,0.000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ciliophora;Spirotrichea;Tintinnida;Tintinnidae;NA;NA;,0,0.000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Bacillariophyta;Bacillariophyceae;Mastogloiales;Achnanthaceae;NA;NA;,0,0.000003,0.000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Basidiomycota;Agaricomycetes;Boletales;Pisolithaceae;NA;NA;,0,0.000003,0.000035,0,0.000005,0.000009,0,0.000003,0,0,0.000003,0.000006,0,0.000004,0.000003,0,0,0
Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Amphipleuraceae;NA;NA;,0,0.000003,0,0,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Discosea;NA;Himatismenida;Cochliopodiidae;NA;NA;,0,0.000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Microsporidia;NA;NA;Culicosporidae;NA;NA;,0,0.000003,0,0,0,0,0.000004,0,0,0,0,0.000006,0,0.000004,0,0.000003,0,0
Eukaryota;NA;Cryptophyceae;Kathablepharidacea;Katablepharidaceae;NA;NA;,0,0.000003,0.000004,0,0.000007,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ciliophora;Karyorelictea;Loxodida;Loxodidae;NA;NA;,0,0.000003,0,0,0.000002,0,0.000004,0.000003,0,0,0.000003,0,0,0.000013,0,0,0,0
Eukaryota;NA;Eustigmatophyceae;Eustigmatales;Eustigmataceae;NA;NA;,0,0.000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000007
Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Physalacriaceae;NA;NA;,0,0.000003,0.000004,0.000002,0.000007,0,0.000004,0,0,0,0,0.000009,0.000002,0.000004,0.000003,0,0.000003,0.000007
Eukaryota;Rhodophyta;Florideophyceae;Ceramiales;Sarcomeniaceae;NA;NA;,0,0.000003,0,0,0,0,0,0.000003,0,0,0,0,0,0,0.000003,0,0,0
Eukaryota;NA;NA;Tsukubamonadida;Tsukubamonadidae;NA;NA;,0,0.000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Dothideomycetes;Botryosphaeriales;Saccharataceae;NA;NA;,0,0.000003,0.000004,0.000002,0.000012,0,0,0,0.000014,0,0,0.000009,0.000006,0.000008,0.000003,0.000003,0,0
Eukaryota;NA;NA;Colponemida;Colponemidia;NA;NA;,0,0.000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;Dacryobolaceae;NA;NA;,0,0.000003,0,0,0,0.000002,0,0,0,0,0,0.000003,0,0.000004,0,0,0,0
Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;Grifolaceae;NA;NA;,0,0.000003,0,0,0.000002,0.000002,0.000004,0.000003,0,0.000005,0.000007,0.000003,0,0.000034,0,0,0.000003,0.000003
Eukaryota;Rhodophyta;Florideophyceae;Acrosymphytales;Schimmelmanniaceae;NA;NA;,0,0.000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Leotiomycetes;Helotiales;Pleuroascaceae;NA;NA;,0,0.000003,0.000009,0.000005,0,0,0,0,0,0.000002,0,0,0.000002,0,0.000003,0.000003,0,0
Eukaryota;Chlorophyta;Pyramimonadophyceae;Pyramimonadales;Polyblepharidaceae;NA;NA;,0,0.000003,0,0,0,0,0,0,0,0,0,0.000003,0,0.000004,0.000003,0,0,0
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Melanommataceae;NA;NA;,0,0,0.000061,0,0,0,0,0,0,0,0,0,0.000002,0,0,0,0,0
Eukaryota;Rhodophyta;Florideophyceae;Hapalidiales;Hapalidiaceae;NA;NA;,0,0,0.000053,0.000147,0,0,0,0.000003,0,0.000005,0,0.000030,0,0,0,0,0.000003,0.000003
Eukaryota;Ciliophora;Heterotrichea;Heterotrichida;Blepharismidae;NA;NA;,0,0,0.000026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Apicomplexa;Aconoidasida;Haemosporida;Haemoproteidae;NA;NA;,0,0,0.000022,0,0,0.000009,0,0,0,0,0,0,0.000002,0,0,0,0,0
Eukaryota;NA;Bigyra;Opalinata;Opalinidae;NA;NA;,0,0,0.000013,0.000002,0,0,0,0,0,0.000005,0.000017,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;NA;NA;,0,0,0.000009,0.000007,0.000003,0,0,0,0,0,0.000003,0,0.000005,0.000004,0,0,0.000003,0.000133
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;NA;NA;,0,0,0.000009,0.000040,0.000003,0,0.000007,0,0.000009,0,0.000077,0.000081,0.000008,0,0.000038,0,0.000010,0
Eukaryota;Parabasalia;NA;Honigbergiellida;Honigbergiellidae;NA;NA;,0,0,0.000009,0.000007,0,0,0,0,0,0,0.000010,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Trematosphaeriaceae;NA;NA;,0,0,0.000009,0,0.000012,0,0,0,0,0,0,0.000003,0,0.000008,0,0,0,0
Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanothermaceae;NA;NA;,0,0,0.000004,0.000002,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Chlorophyta;Ulvophyceae;Ulvales;Ulvaceae;NA;NA;,0,0,0.000004,0.000005,0.000003,0,0,0.000006,0,0.000007,0.000007,0.000009,0,0,0,0,0,0
Eukaryota;Rhodophyta;Florideophyceae;Gigartinales;Dumontiaceae;NA;NA;,0,0,0.000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Rhodophyta;Florideophyceae;Halymeniales;Halymeniaceae;NA;NA;,0,0,0.000004,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0.000003,0
Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycopsidaceae;NA;NA;,0,0,0.000004,0.000002,0,0,0,0,0,0.000002,0,0,0,0,0,0,0,0
Eukaryota;Tubulinea;Elardia;Euamoebida;Amoebidae;NA;NA;,0,0,0.000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Dothideomycetes;Microthyriales;Microthyriaceae;NA;NA;,0,0,0.000004,0.000002,0.000005,0.000002,0,0,0,0.000009,0,0.000006,0.000005,0,0,0,0,0
Eukaryota;Rhodophyta;Stylonematophyceae;Stylonematales;Stylonemataceae;NA;NA;,0,0,0.000004,0.000045,0,0.000005,0.000007,0.000003,0.000009,0.000007,0,0.000009,0,0.000004,0,0,0.000013,0.000003
Archaea;Crenarchaeota;Thermoprotei;Acidilobales;Acidilobaceae;NA;NA;,0,0,0.000004,0.000010,0,0,0.000022,0,0.000057,0,0.000021,0.000012,0.000003,0,0,0,0.000067,0.000087
Eukaryota;Ciliophora;Litostomatea;Haptorida;Acropisthiidae;NA;NA;,0,0,0.000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Sordariomycetes;Diaporthales;Schizoparmaceae;NA;NA;,0,0,0.000004,0.000010,0,0.000005,0,0.000003,0,0.000002,0,0,0.000002,0.000004,0,0,0,0
Eukaryota;NA;Pelagophyceae;Sarcinochrysidales;Sarcinochrysidaceae;NA;NA;,0,0,0.000004,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Cercozoa;Thecofilosea;Cryomonadida;Rhogostomidae;NA;NA;,0,0,0.000004,0.000002,0.000003,0.000002,0,0,0,0,0.000003,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Thioalkalibacteraceae;NA;NA;,0,0,0.000004,0,0,0.000002,0,0,0,0,0.000003,0.000003,0.000005,0,0,0,0,0
Archaea;Euryarchaeota;Candidatus Methanoliparia;Candidatus Methanoliparales;Candidatus Methanoliparaceae;NA;NA;,0,0,0.000004,0.000007,0.000019,0.000005,0,0.000006,0.000003,0,0,0.000003,0.000006,0,0.000011,0,0.000035,0.000094
Eukaryota;Ascomycota;Dothideomycetes;Lineolatales;Lineolataceae;NA;NA;,0,0,0.000004,0,0.000002,0.000002,0,0,0.000006,0,0,0,0.000002,0.000004,0.000003,0.000003,0.000003,0.000010
Eukaryota;NA;Phaeophyceae;Desmarestiales;Desmarestiaceae;NA;NA;,0,0,0,0.000031,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Amniculicolaceae;NA;NA;,0,0,0,0.000007,0.000002,0,0,0,0,0,0,0.000003,0,0,0.000005,0,0,0.000003
Eukaryota;NA;Phaeophyceae;Fucales;Sargassaceae;NA;NA;,0,0,0,0.000005,0.000005,0.000002,0,0,0,0,0,0,0,0,0.000005,0.000003,0,0
Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Sphaeropleaceae;NA;NA;,0,0,0,0.000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;NA;Polycystinea;Collodaria;Sphaerozoidae;NA;NA;,0,0,0,0.000005,0,0.000002,0.000011,0,0,0,0,0,0,0,0,0,0.000006,0
Bacteria;Actinobacteria;Actinobacteria;Sporichthyales;Sporichthyaceae;NA;NA;,0,0,0,0.000005,0.000003,0.000007,0.000004,0,0,0,0,0.000003,0.000008,0,0,0,0.000003,0.000010
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Tetraplosphaeriaceae;NA;NA;,0,0,0,0.000005,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Rhodophyta;Florideophyceae;Ceramiales;Wrangeliaceae;NA;NA;,0,0,0,0.000005,0.000002,0.000005,0,0,0,0,0.000021,0,0,0,0.000003,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Minwuiales;Minwuiaceae;NA;NA;,0,0,0,0.000005,0.000005,0.000030,0,0.000006,0.000003,0,0.000003,0.000003,0.000002,0.000013,0.000003,0,0.000003,0.000007
Eukaryota;Rhodophyta;Florideophyceae;Gelidiales;Gelidiaceae;NA;NA;,0,0,0,0.000002,0,0,0.000007,0,0,0.000002,0,0,0.000003,0.000004,0,0,0.000003,0
